timestamp,close,close_time,volume
2024-07-02 10:00:00,148.82,2024-07-02 10:59:59.999,52794.978
2024-07-02 11:00:00,149.68,2024-07-02 11:59:59.999,178877.51
2024-07-02 12:00:00,150.53,2024-07-02 12:59:59.999,161768.445
2024-07-02 13:00:00,148.87,2024-07-02 13:59:59.999,210915.351
2024-07-02 14:00:00,148.28,2024-07-02 14:59:59.999,221936.186
2024-07-02 15:00:00,148.39,2024-07-02 15:59:59.999,106614.421
2024-07-02 16:00:00,149.01,2024-07-02 16:59:59.999,71344.926
2024-07-02 17:00:00,149.98,2024-07-02 17:59:59.999,100903.244
2024-07-02 18:00:00,152.95,2024-07-02 18:59:59.999,318655.175
2024-07-02 19:00:00,152.79,2024-07-02 19:59:59.999,139343.041
2024-07-02 20:00:00,153.09,2024-07-02 20:59:59.999,82480.407
2024-07-02 21:00:00,153.69,2024-07-02 21:59:59.999,92421.266
2024-07-02 22:00:00,154.72,2024-07-02 22:59:59.999,152793.308
2024-07-02 23:00:00,154.03,2024-07-02 23:59:59.999,111947.634
2024-07-03 00:00:00,153.47,2024-07-03 00:59:59.999,77308.848
2024-07-03 01:00:00,152.24,2024-07-03 01:59:59.999,169260.219
2024-07-03 02:00:00,152.14,2024-07-03 02:59:59.999,142836.302
2024-07-03 03:00:00,150.56,2024-07-03 03:59:59.999,228975.028
2024-07-03 04:00:00,148.17,2024-07-03 04:59:59.999,242893.255
2024-07-03 05:00:00,149.41,2024-07-03 05:59:59.999,142151.426
2024-07-03 06:00:00,148.89,2024-07-03 06:59:59.999,90467.779
2024-07-03 07:00:00,146.4,2024-07-03 07:59:59.999,198624.682
2024-07-03 08:00:00,146.39,2024-07-03 08:59:59.999,220485.636
2024-07-03 09:00:00,146.47,2024-07-03 09:59:59.999,120388.247
2024-07-03 10:00:00,144.17,2024-07-03 10:59:59.999,347704.062
2024-07-03 11:00:00,144.07,2024-07-03 11:59:59.999,165001.629
2024-07-03 12:00:00,141.52,2024-07-03 12:59:59.999,254618.654
2024-07-03 13:00:00,144.17,2024-07-03 13:59:59.999,266368.52
2024-07-03 14:00:00,141.7,2024-07-03 14:59:59.999,160322.714
2024-07-03 15:00:00,141.68,2024-07-03 15:59:59.999,154665.978
2024-07-03 16:00:00,142.58,2024-07-03 16:59:59.999,219246.175
2024-07-03 17:00:00,142.04,2024-07-03 17:59:59.999,103730.414
2024-07-03 18:00:00,141.79,2024-07-03 18:59:59.999,97727.141
2024-07-03 19:00:00,140.43,2024-07-03 19:59:59.999,229104.702
2024-07-03 20:00:00,140.02,2024-07-03 20:59:59.999,215689.292
2024-07-03 21:00:00,141.69,2024-07-03 21:59:59.999,198347.866
2024-07-03 22:00:00,141.36,2024-07-03 22:59:59.999,76427.344
2024-07-03 23:00:00,140.84,2024-07-03 23:59:59.999,66996.02
2024-07-04 00:00:00,141.4,2024-07-04 00:59:59.999,152322.657
2024-07-04 01:00:00,134.16,2024-07-04 01:59:59.999,651074.548
2024-07-04 02:00:00,136.24,2024-07-04 02:59:59.999,437910.268
2024-07-04 03:00:00,137.08,2024-07-04 03:59:59.999,109562.465
2024-07-04 04:00:00,136.68,2024-07-04 04:59:59.999,92313.83
2024-07-04 05:00:00,136.04,2024-07-04 05:59:59.999,66823.324
2024-07-04 06:00:00,134.64,2024-07-04 06:59:59.999,177366.385
2024-07-04 07:00:00,134.38,2024-07-04 07:59:59.999,158602.645
2024-07-04 08:00:00,135.39,2024-07-04 08:59:59.999,239086.489
2024-07-04 09:00:00,134.27,2024-07-04 09:59:59.999,266035.366
2024-07-04 10:00:00,134.33,2024-07-04 10:59:59.999,200517.364
2024-07-04 11:00:00,132.73,2024-07-04 11:59:59.999,119339.798
2024-07-04 12:00:00,133.17,2024-07-04 12:59:59.999,217758.423
2024-07-04 13:00:00,133.22,2024-07-04 13:59:59.999,502616.201
2024-07-04 14:00:00,134.29,2024-07-04 14:59:59.999,316517.295
2024-07-04 15:00:00,135.4,2024-07-04 15:59:59.999,242106.241
2024-07-04 16:00:00,135.24,2024-07-04 16:59:59.999,209248.644
2024-07-04 17:00:00,135.27,2024-07-04 17:59:59.999,93674.626
2024-07-04 18:00:00,134.08,2024-07-04 18:59:59.999,109051.426
2024-07-04 19:00:00,134.0,2024-07-04 19:59:59.999,124748.129
2024-07-04 20:00:00,135.07,2024-07-04 20:59:59.999,85438.116
2024-07-04 21:00:00,134.98,2024-07-04 21:59:59.999,68712.93
2024-07-04 22:00:00,132.46,2024-07-04 22:59:59.999,108708.54
2024-07-04 23:00:00,127.86,2024-07-04 23:59:59.999,481276.448
2024-07-05 00:00:00,128.59,2024-07-05 00:59:59.999,702484.035
2024-07-05 01:00:00,128.63,2024-07-05 01:59:59.999,248744.593
2024-07-05 02:00:00,122.82,2024-07-05 02:59:59.999,662524.203
2024-07-05 03:00:00,123.67,2024-07-05 03:59:59.999,673505.736
2024-07-05 04:00:00,125.5,2024-07-05 04:59:59.999,588948.868
2024-07-05 05:00:00,127.29,2024-07-05 05:59:59.999,360208.571
2024-07-05 06:00:00,125.05,2024-07-05 06:59:59.999,305245.426
2024-07-05 07:00:00,126.72,2024-07-05 07:59:59.999,287737.848
2024-07-05 08:00:00,122.84,2024-07-05 08:59:59.999,267479.029
2024-07-05 09:00:00,126.19,2024-07-05 09:59:59.999,321161.184
2024-07-05 10:00:00,128.59,2024-07-05 10:59:59.999,437131.353
2024-07-05 11:00:00,130.13,2024-07-05 11:59:59.999,383469.925
2024-07-05 12:00:00,128.78,2024-07-05 12:59:59.999,476239.38
2024-07-05 13:00:00,133.19,2024-07-05 13:59:59.999,319952.741
2024-07-05 14:00:00,132.7,2024-07-05 14:59:59.999,242571.281
2024-07-05 15:00:00,134.93,2024-07-05 15:59:59.999,331657.048
2024-07-05 16:00:00,134.6,2024-07-05 16:59:59.999,376740.429
2024-07-05 17:00:00,134.92,2024-07-05 17:59:59.999,143846.547
2024-07-05 18:00:00,135.72,2024-07-05 18:59:59.999,161412.094
2024-07-05 19:00:00,134.97,2024-07-05 19:59:59.999,88606.532
2024-07-05 20:00:00,135.35,2024-07-05 20:59:59.999,78886.305
2024-07-05 21:00:00,134.71,2024-07-05 21:59:59.999,74711.508
2024-07-05 22:00:00,134.24,2024-07-05 22:59:59.999,76798.035
2024-07-05 23:00:00,134.32,2024-07-05 23:59:59.999,59408.56
2024-07-06 00:00:00,135.07,2024-07-06 00:59:59.999,198682.111
2024-07-06 01:00:00,133.51,2024-07-06 01:59:59.999,135719.453
2024-07-06 02:00:00,133.62,2024-07-06 02:59:59.999,96226.038
2024-07-06 03:00:00,134.44,2024-07-06 03:59:59.999,76546.721
2024-07-06 04:00:00,133.59,2024-07-06 04:59:59.999,84633.273
2024-07-06 05:00:00,134.45,2024-07-06 05:59:59.999,89642.09
2024-07-06 06:00:00,135.9,2024-07-06 06:59:59.999,93075.443
2024-07-06 07:00:00,136.94,2024-07-06 07:59:59.999,108614.022
2024-07-06 08:00:00,137.13,2024-07-06 08:59:59.999,75764.558
2024-07-06 09:00:00,139.91,2024-07-06 09:59:59.999,305683.435
2024-07-06 10:00:00,139.71,2024-07-06 10:59:59.999,230875.27
2024-07-06 11:00:00,138.75,2024-07-06 11:59:59.999,93635.926
2024-07-06 12:00:00,138.79,2024-07-06 12:59:59.999,125931.577
2024-07-06 13:00:00,139.38,2024-07-06 13:59:59.999,99637.402
2024-07-06 14:00:00,139.82,2024-07-06 14:59:59.999,128285.845
2024-07-06 15:00:00,141.88,2024-07-06 15:59:59.999,200579.432
2024-07-06 16:00:00,142.52,2024-07-06 16:59:59.999,185859.043
2024-07-06 17:00:00,142.44,2024-07-06 17:59:59.999,98065.004
2024-07-06 18:00:00,142.46,2024-07-06 18:59:59.999,78584.457
2024-07-06 19:00:00,142.82,2024-07-06 19:59:59.999,51973.241
2024-07-06 20:00:00,142.53,2024-07-06 20:59:59.999,84291.657
2024-07-06 21:00:00,143.04,2024-07-06 21:59:59.999,90416.176
2024-07-06 22:00:00,143.87,2024-07-06 22:59:59.999,62762.008
2024-07-06 23:00:00,143.05,2024-07-06 23:59:59.999,78434.954
2024-07-07 00:00:00,141.23,2024-07-07 00:59:59.999,112849.731
2024-07-07 01:00:00,141.16,2024-07-07 01:59:59.999,152534.811
2024-07-07 02:00:00,142.6,2024-07-07 02:59:59.999,83541.177
2024-07-07 03:00:00,142.12,2024-07-07 03:59:59.999,78808.964
2024-07-07 04:00:00,139.49,2024-07-07 04:59:59.999,189038.861
2024-07-07 05:00:00,140.14,2024-07-07 05:59:59.999,162062.456
2024-07-07 06:00:00,139.78,2024-07-07 06:59:59.999,56836.214
2024-07-07 07:00:00,139.09,2024-07-07 07:59:59.999,123902.149
2024-07-07 08:00:00,139.48,2024-07-07 08:59:59.999,60268.849
2024-07-07 09:00:00,139.95,2024-07-07 09:59:59.999,48805.598
2024-07-07 10:00:00,139.66,2024-07-07 10:59:59.999,67907.346
2024-07-07 11:00:00,139.89,2024-07-07 11:59:59.999,43923.761
2024-07-07 12:00:00,139.71,2024-07-07 12:59:59.999,69025.982
2024-07-07 13:00:00,136.79,2024-07-07 13:59:59.999,208637.668
2024-07-07 14:00:00,136.97,2024-07-07 14:59:59.999,190976.145
2024-07-07 15:00:00,137.07,2024-07-07 15:59:59.999,99790.976
2024-07-07 16:00:00,138.36,2024-07-07 16:59:59.999,121299.894
2024-07-07 17:00:00,138.71,2024-07-07 17:59:59.999,53122.961
2024-07-07 18:00:00,138.0,2024-07-07 18:59:59.999,71777.829
2024-07-07 19:00:00,137.33,2024-07-07 19:59:59.999,42142.273
2024-07-07 20:00:00,136.86,2024-07-07 20:59:59.999,73677.099
2024-07-07 21:00:00,134.27,2024-07-07 21:59:59.999,174686.746
2024-07-07 22:00:00,133.05,2024-07-07 22:59:59.999,121272.56
2024-07-07 23:00:00,131.64,2024-07-07 23:59:59.999,183915.319
2024-07-08 00:00:00,129.14,2024-07-08 00:59:59.999,341570.725
2024-07-08 01:00:00,129.72,2024-07-08 01:59:59.999,360782.202
2024-07-08 02:00:00,131.01,2024-07-08 02:59:59.999,365000.143
2024-07-08 03:00:00,130.71,2024-07-08 03:59:59.999,129084.117
2024-07-08 04:00:00,133.11,2024-07-08 04:59:59.999,165080.945
2024-07-08 05:00:00,132.81,2024-07-08 05:59:59.999,135269.201
2024-07-08 06:00:00,132.58,2024-07-08 06:59:59.999,146040.791
2024-07-08 07:00:00,132.59,2024-07-08 07:59:59.999,85402.306
2024-07-08 08:00:00,140.55,2024-07-08 08:59:59.999,635180.334
2024-07-08 09:00:00,139.68,2024-07-08 09:59:59.999,366156.093
2024-07-08 10:00:00,138.43,2024-07-08 10:59:59.999,233075.227
2024-07-08 11:00:00,140.61,2024-07-08 11:59:59.999,223517.019
2024-07-08 12:00:00,140.54,2024-07-08 12:59:59.999,222735.183
2024-07-08 13:00:00,140.76,2024-07-08 13:59:59.999,186289.023
2024-07-08 14:00:00,138.27,2024-07-08 14:59:59.999,788260.223
2024-07-08 15:00:00,137.43,2024-07-08 15:59:59.999,301982.335
2024-07-08 16:00:00,136.57,2024-07-08 16:59:59.999,205711.429
2024-07-08 17:00:00,137.02,2024-07-08 17:59:59.999,157630.841
2024-07-08 18:00:00,137.83,2024-07-08 18:59:59.999,94923.326
2024-07-08 19:00:00,138.29,2024-07-08 19:59:59.999,64171.867
2024-07-08 20:00:00,138.65,2024-07-08 20:59:59.999,183181.514
2024-07-08 21:00:00,140.06,2024-07-08 21:59:59.999,147661.034
2024-07-08 22:00:00,140.3,2024-07-08 22:59:59.999,83133.336
2024-07-08 23:00:00,139.81,2024-07-08 23:59:59.999,86518.794
2024-07-09 00:00:00,138.25,2024-07-09 00:59:59.999,119686.869
2024-07-09 01:00:00,137.22,2024-07-09 01:59:59.999,230160.945
2024-07-09 02:00:00,139.78,2024-07-09 02:59:59.999,169690.878
2024-07-09 03:00:00,140.44,2024-07-09 03:59:59.999,113841.879
2024-07-09 04:00:00,140.77,2024-07-09 04:59:59.999,173083.335
2024-07-09 05:00:00,141.56,2024-07-09 05:59:59.999,130112.832
2024-07-09 06:00:00,142.66,2024-07-09 06:59:59.999,189336.178
2024-07-09 07:00:00,142.12,2024-07-09 07:59:59.999,193741.834
2024-07-09 08:00:00,142.53,2024-07-09 08:59:59.999,203445.263
2024-07-09 09:00:00,141.74,2024-07-09 09:59:59.999,174239.966
2024-07-09 10:00:00,141.43,2024-07-09 10:59:59.999,158304.175
2024-07-09 11:00:00,141.92,2024-07-09 11:59:59.999,212635.93
2024-07-09 12:00:00,141.02,2024-07-09 12:59:59.999,68993.048
2024-07-09 13:00:00,140.64,2024-07-09 13:59:59.999,100921.681
2024-07-09 14:00:00,138.98,2024-07-09 14:59:59.999,229343.937
2024-07-09 15:00:00,140.52,2024-07-09 15:59:59.999,156397.033
2024-07-09 16:00:00,142.61,2024-07-09 16:59:59.999,161877.451
2024-07-09 17:00:00,141.42,2024-07-09 17:59:59.999,119690.657
2024-07-09 18:00:00,142.6,2024-07-09 18:59:59.999,104000.106
2024-07-09 19:00:00,142.12,2024-07-09 19:59:59.999,58643.045
2024-07-09 20:00:00,142.62,2024-07-09 20:59:59.999,71535.162
2024-07-09 21:00:00,142.02,2024-07-09 21:59:59.999,64787.895
2024-07-09 22:00:00,141.34,2024-07-09 22:59:59.999,88401.212
2024-07-09 23:00:00,141.42,2024-07-09 23:59:59.999,70802.295
2024-07-10 00:00:00,139.15,2024-07-10 00:59:59.999,111893.012
2024-07-10 01:00:00,140.26,2024-07-10 01:59:59.999,95324.572
2024-07-10 02:00:00,141.03,2024-07-10 02:59:59.999,59465.785
2024-07-10 03:00:00,141.73,2024-07-10 03:59:59.999,49422.053
2024-07-10 04:00:00,145.22,2024-07-10 04:59:59.999,351268.849
2024-07-10 05:00:00,144.0,2024-07-10 05:59:59.999,196604.709
2024-07-10 06:00:00,144.89,2024-07-10 06:59:59.999,105596.954
2024-07-10 07:00:00,144.17,2024-07-10 07:59:59.999,78649.734
2024-07-10 08:00:00,143.96,2024-07-10 08:59:59.999,98612.796
2024-07-10 09:00:00,143.08,2024-07-10 09:59:59.999,89763.533
2024-07-10 10:00:00,143.92,2024-07-10 10:59:59.999,58174.99
2024-07-10 11:00:00,142.79,2024-07-10 11:59:59.999,86962.207
2024-07-10 12:00:00,142.07,2024-07-10 12:59:59.999,423609.894
2024-07-10 13:00:00,141.8,2024-07-10 13:59:59.999,222800.17
2024-07-10 14:00:00,140.81,2024-07-10 14:59:59.999,119586.079
2024-07-10 15:00:00,141.18,2024-07-10 15:59:59.999,127126.785
2024-07-10 16:00:00,141.25,2024-07-10 16:59:59.999,116618.306
2024-07-10 17:00:00,141.02,2024-07-10 17:59:59.999,59914.727
2024-07-10 18:00:00,140.86,2024-07-10 18:59:59.999,36080.393
2024-07-10 19:00:00,141.07,2024-07-10 19:59:59.999,33240.311
2024-07-10 20:00:00,140.88,2024-07-10 20:59:59.999,51457.197
2024-07-10 21:00:00,141.18,2024-07-10 21:59:59.999,45113.813
2024-07-10 22:00:00,141.57,2024-07-10 22:59:59.999,46030.083
2024-07-10 23:00:00,141.98,2024-07-10 23:59:59.999,37508.941
2024-07-11 00:00:00,141.71,2024-07-11 00:59:59.999,52293.194
2024-07-11 01:00:00,142.81,2024-07-11 01:59:59.999,87426.859
2024-07-11 02:00:00,141.74,2024-07-11 02:59:59.999,83844.117
2024-07-11 03:00:00,140.3,2024-07-11 03:59:59.999,149025.273
2024-07-11 04:00:00,140.62,2024-07-11 04:59:59.999,73238.575
2024-07-11 05:00:00,141.18,2024-07-11 05:59:59.999,86572.629
2024-07-11 06:00:00,141.49,2024-07-11 06:59:59.999,53851.541
2024-07-11 07:00:00,142.1,2024-07-11 07:59:59.999,103262.652
2024-07-11 08:00:00,142.49,2024-07-11 08:59:59.999,102042.169
2024-07-11 09:00:00,142.71,2024-07-11 09:59:59.999,58922.611
2024-07-11 10:00:00,142.99,2024-07-11 10:59:59.999,131162.822
2024-07-11 11:00:00,143.52,2024-07-11 11:59:59.999,96135.087
2024-07-11 12:00:00,143.72,2024-07-11 12:59:59.999,435445.554
2024-07-11 13:00:00,142.36,2024-07-11 13:59:59.999,216049.303
2024-07-11 14:00:00,140.79,2024-07-11 14:59:59.999,213199.975
2024-07-11 15:00:00,138.45,2024-07-11 15:59:59.999,265350.771
2024-07-11 16:00:00,138.29,2024-07-11 16:59:59.999,162799.953
2024-07-11 17:00:00,138.21,2024-07-11 17:59:59.999,66711.867
2024-07-11 18:00:00,138.67,2024-07-11 18:59:59.999,62126.102
2024-07-11 19:00:00,136.57,2024-07-11 19:59:59.999,263478.144
2024-07-11 20:00:00,136.97,2024-07-11 20:59:59.999,343623.653
2024-07-11 21:00:00,136.68,2024-07-11 21:59:59.999,78855.585
2024-07-11 22:00:00,136.77,2024-07-11 22:59:59.999,93527.519
2024-07-11 23:00:00,135.73,2024-07-11 23:59:59.999,84148.175
2024-07-12 00:00:00,135.84,2024-07-12 00:59:59.999,135275.427
2024-07-12 01:00:00,136.26,2024-07-12 01:59:59.999,179012.574
2024-07-12 02:00:00,137.99,2024-07-12 02:59:59.999,198515.66
2024-07-12 03:00:00,136.53,2024-07-12 03:59:59.999,91466.724
2024-07-12 04:00:00,136.1,2024-07-12 04:59:59.999,103735.261
2024-07-12 05:00:00,135.58,2024-07-12 05:59:59.999,114574.335
2024-07-12 06:00:00,136.28,2024-07-12 06:59:59.999,81514.396
2024-07-12 07:00:00,135.41,2024-07-12 07:59:59.999,142689.471
2024-07-12 08:00:00,135.82,2024-07-12 08:59:59.999,73516.184
2024-07-12 09:00:00,134.7,2024-07-12 09:59:59.999,168881.116
2024-07-12 10:00:00,135.61,2024-07-12 10:59:59.999,222195.844
2024-07-12 11:00:00,135.65,2024-07-12 11:59:59.999,138940.908
2024-07-12 12:00:00,136.76,2024-07-12 12:59:59.999,240723.052
2024-07-12 13:00:00,138.75,2024-07-12 13:59:59.999,208563.785
2024-07-12 14:00:00,137.9,2024-07-12 14:59:59.999,150525.402
2024-07-12 15:00:00,138.85,2024-07-12 15:59:59.999,116042.096
2024-07-12 16:00:00,138.39,2024-07-12 16:59:59.999,102998.003
2024-07-12 17:00:00,138.88,2024-07-12 17:59:59.999,49745.946
2024-07-12 18:00:00,139.88,2024-07-12 18:59:59.999,115011.886
2024-07-12 19:00:00,138.49,2024-07-12 19:59:59.999,85468.113
2024-07-12 20:00:00,138.07,2024-07-12 20:59:59.999,92939.268
2024-07-12 21:00:00,138.19,2024-07-12 21:59:59.999,39623.381
2024-07-12 22:00:00,138.78,2024-07-12 22:59:59.999,39750.382
2024-07-12 23:00:00,139.46,2024-07-12 23:59:59.999,37819.217
2024-07-13 00:00:00,139.03,2024-07-13 00:59:59.999,61193.549
2024-07-13 01:00:00,139.1,2024-07-13 01:59:59.999,53079.26
2024-07-13 02:00:00,139.01,2024-07-13 02:59:59.999,26941.988
2024-07-13 03:00:00,138.75,2024-07-13 03:59:59.999,37513.264
2024-07-13 04:00:00,138.16,2024-07-13 04:59:59.999,49860.017
2024-07-13 05:00:00,139.16,2024-07-13 05:59:59.999,43256.973
2024-07-13 06:00:00,138.94,2024-07-13 06:59:59.999,32078.857
2024-07-13 07:00:00,139.38,2024-07-13 07:59:59.999,34332.301
2024-07-13 08:00:00,138.64,2024-07-13 08:59:59.999,34029.033
2024-07-13 09:00:00,140.62,2024-07-13 09:59:59.999,73672.419
2024-07-13 10:00:00,139.84,2024-07-13 10:59:59.999,86458.711
2024-07-13 11:00:00,140.12,2024-07-13 11:59:59.999,24983.087
2024-07-13 12:00:00,140.25,2024-07-13 12:59:59.999,59420.876
2024-07-13 13:00:00,140.11,2024-07-13 13:59:59.999,39720.634
2024-07-13 14:00:00,139.91,2024-07-13 14:59:59.999,43931.98
2024-07-13 15:00:00,140.37,2024-07-13 15:59:59.999,45099.629
2024-07-13 16:00:00,139.62,2024-07-13 16:59:59.999,111314.229
2024-07-13 17:00:00,139.68,2024-07-13 17:59:59.999,34961.23
2024-07-13 18:00:00,139.36,2024-07-13 18:59:59.999,28811.602
2024-07-13 19:00:00,139.82,2024-07-13 19:59:59.999,28107.382
2024-07-13 20:00:00,139.73,2024-07-13 20:59:59.999,31569.604
2024-07-13 21:00:00,140.24,2024-07-13 21:59:59.999,20240.63
2024-07-13 22:00:00,142.2,2024-07-13 22:59:59.999,137792.096
2024-07-13 23:00:00,141.9,2024-07-13 23:59:59.999,218808.27
2024-07-14 00:00:00,144.9,2024-07-14 00:59:59.999,295091.172
2024-07-14 01:00:00,144.93,2024-07-14 01:59:59.999,220232.466
2024-07-14 02:00:00,143.67,2024-07-14 02:59:59.999,110552.832
2024-07-14 03:00:00,143.96,2024-07-14 03:59:59.999,50712.833
2024-07-14 04:00:00,144.95,2024-07-14 04:59:59.999,161921.959
2024-07-14 05:00:00,145.6,2024-07-14 05:59:59.999,154929.26
2024-07-14 06:00:00,144.56,2024-07-14 06:59:59.999,103679.79
2024-07-14 07:00:00,144.77,2024-07-14 07:59:59.999,53571.326
2024-07-14 08:00:00,145.33,2024-07-14 08:59:59.999,77481.576
2024-07-14 09:00:00,146.58,2024-07-14 09:59:59.999,424583.809
2024-07-14 10:00:00,145.08,2024-07-14 10:59:59.999,145292.886
2024-07-14 11:00:00,144.88,2024-07-14 11:59:59.999,72725.964
2024-07-14 12:00:00,143.94,2024-07-14 12:59:59.999,135504.342
2024-07-14 13:00:00,144.4,2024-07-14 13:59:59.999,94654.008
2024-07-14 14:00:00,145.02,2024-07-14 14:59:59.999,101869.483
2024-07-14 15:00:00,145.9,2024-07-14 15:59:59.999,139967.069
2024-07-14 16:00:00,145.55,2024-07-14 16:59:59.999,62439.112
2024-07-14 17:00:00,145.13,2024-07-14 17:59:59.999,53286.914
2024-07-14 18:00:00,145.07,2024-07-14 18:59:59.999,38293.501
2024-07-14 19:00:00,145.22,2024-07-14 19:59:59.999,37669.833
2024-07-14 20:00:00,145.61,2024-07-14 20:59:59.999,46068.31
2024-07-14 21:00:00,148.1,2024-07-14 21:59:59.999,178251.234
2024-07-14 22:00:00,147.18,2024-07-14 22:59:59.999,103100.493
2024-07-14 23:00:00,147.66,2024-07-14 23:59:59.999,135586.585
2024-07-15 00:00:00,150.33,2024-07-15 00:59:59.999,206717.254
2024-07-15 01:00:00,150.9,2024-07-15 01:59:59.999,173457.68
2024-07-15 02:00:00,151.9,2024-07-15 02:59:59.999,195125.528
2024-07-15 03:00:00,151.39,2024-07-15 03:59:59.999,107269.938
2024-07-15 04:00:00,151.91,2024-07-15 04:59:59.999,88360.911
2024-07-15 05:00:00,151.98,2024-07-15 05:59:59.999,102424.345
2024-07-15 06:00:00,153.03,2024-07-15 06:59:59.999,154580.891
2024-07-15 07:00:00,153.23,2024-07-15 07:59:59.999,171558.209
2024-07-15 08:00:00,152.77,2024-07-15 08:59:59.999,147589.708
2024-07-15 09:00:00,152.21,2024-07-15 09:59:59.999,148391.893
2024-07-15 10:00:00,151.34,2024-07-15 10:59:59.999,133630.702
2024-07-15 11:00:00,151.64,2024-07-15 11:59:59.999,112810.909
2024-07-15 12:00:00,152.3,2024-07-15 12:59:59.999,97055.11
2024-07-15 13:00:00,153.23,2024-07-15 13:59:59.999,138258.416
2024-07-15 14:00:00,153.41,2024-07-15 14:59:59.999,110494.782
2024-07-15 15:00:00,152.94,2024-07-15 15:59:59.999,122877.332
2024-07-15 16:00:00,153.85,2024-07-15 16:59:59.999,169470.386
2024-07-15 17:00:00,154.18,2024-07-15 17:59:59.999,151670.335
2024-07-15 18:00:00,155.74,2024-07-15 18:59:59.999,179716.998
2024-07-15 19:00:00,155.33,2024-07-15 19:59:59.999,192306.678
2024-07-15 20:00:00,156.68,2024-07-15 20:59:59.999,126560.294
2024-07-15 21:00:00,155.96,2024-07-15 21:59:59.999,85215.295
2024-07-15 22:00:00,158.78,2024-07-15 22:59:59.999,202744.043
2024-07-15 23:00:00,159.38,2024-07-15 23:59:59.999,110560.885
2024-07-16 00:00:00,158.06,2024-07-16 00:59:59.999,207698.37
2024-07-16 01:00:00,158.27,2024-07-16 01:59:59.999,111924.846
2024-07-16 02:00:00,156.55,2024-07-16 02:59:59.999,170380.635
2024-07-16 03:00:00,157.88,2024-07-16 03:59:59.999,119658.965
2024-07-16 04:00:00,158.13,2024-07-16 04:59:59.999,98220.502
2024-07-16 05:00:00,155.49,2024-07-16 05:59:59.999,325283.587
2024-07-16 06:00:00,154.03,2024-07-16 06:59:59.999,215520.18
2024-07-16 07:00:00,154.49,2024-07-16 07:59:59.999,219261.132
2024-07-16 08:00:00,154.45,2024-07-16 08:59:59.999,234274.586
2024-07-16 09:00:00,155.15,2024-07-16 09:59:59.999,153013.213
2024-07-16 10:00:00,156.46,2024-07-16 10:59:59.999,153595.102
2024-07-16 11:00:00,157.32,2024-07-16 11:59:59.999,143708.237
2024-07-16 12:00:00,155.84,2024-07-16 12:59:59.999,129623.902
2024-07-16 13:00:00,155.63,2024-07-16 13:59:59.999,132157.778
2024-07-16 14:00:00,155.92,2024-07-16 14:59:59.999,127440.711
2024-07-16 15:00:00,160.98,2024-07-16 15:59:59.999,316948.341
2024-07-16 16:00:00,160.99,2024-07-16 16:59:59.999,359746.138
